Month	Bananas, per lb.	Oranges, Navel, per lb.	Electricity per KWH09/01/01	0.508	0.996	0.916
10/01/01	0.503	1.01	0.916
11/01/01	0.509	0.867	0.09
12/01/01	0.505	0.713	0.09
01/01/02	0.509	0.715	0.089
02/01/02	0.504	0.759	0.089
03/01/02	0.519	0.71	0.089
04/01/02	0.504	0.751	0.088
05/01/02	0.515	0.849	0.089
06/01/02	0.512	1.011	0.975
07/01/02	0.517	1.015	0.99
08/01/02	0.499	1.012	1.053
09/01/02	0.498	1.016	1.055
10/01/02	0.504	1.163	0.091
11/01/02	0.505	0.998	0.089
12/01/02	0.504	0.742	0.089
01/01/03	0.526	0.713	0.089
02/01/03	0.508	0.711	0.089
03/01/03	0.513	0.728	0.089
04/01/03	0.517	0.742	0.091
05/01/03	0.505	0.8	0.092
06/01/03	0.521	0.875	0.097
07/01/03	0.514	1.002	1.15
08/01/03	0.514	0.996	1.277
09/01/03	0.494	0.994	1.257
10/01/03	0.49	1.141	0.093
11/01/03	0.498	0.971	0.09
12/01/03	0.504	0.862	0.09
01/01/04	0.512	0.793	0.091
02/01/04	0.504	0.725	0.091
03/01/04	0.5	0.73	0.091
04/01/04	0.505	0.744	0.091
05/01/04	0.491	0.77	0.093
06/01/04	0.498	0.878	0.099
07/01/04	0.51	0.985
08/01/04	0.507	0.996	1.277
09/01/04	0.488	1.142	0.099
10/01/04	0.485	0.972	1.089
11/01/04	0.469	1.08	0.092
12/01/04	0.474	0.865	0.092
01/01/05	0.485	0.838	0.094
02/01/05	0.502	0.802	0.094
03/01/05	0.507	0.783	0.094
04/01/05	0.503	0.816	0.095
05/01/05	0.497	0.899	0.097
06/01/05	0.493	1.012	0.104
07/01/05	0.494	1.067	1.067	1.165
08/01/05	0.487	1.06	1.166
09/01/05	0.485	1.363	0.106
10/01/05	0.491	1.388	0.102
11/01/05	0.48	1.172	0.102
12/01/05	0.482	0.885	0.102
01/01/06	0.49	0.837	0.108
02/01/06	0.508	0.915	0.108
03/01/06	0.508	0.888	0.109
04/01/06	0.508	0.876	0.109
05/01/06	0.514	0.99	0.11
06/01/06	0.511	1.119	0.118
07/01/06	0.508	1.27	0.118
08/01/06	0.492	1.088	1.244
09/01/06	0.479	1.483	0.118
10/01/06	0.489	1.423	0.112
11/01/06	0.498	1.2	0.11
12/01/06	0.499	0.958	0.11
01/01/07	0.505	1.092	0.113
02/01/07	0.507	1.375	0.113
03/01/07	0.51	1.301	0.113
04/01/07	0.517	1.243	0.113
05/01/07	0.503	1.268	0.115
06/01/07	0.512	1.321	0.122
07/01/07	0.509	1.209	1.502
08/01/07	0.506	1.5	0.121
09/01/07	0.505	1.503	0.121
10/01/07	0.508	1.542	0.117
11/01/07	0.515	1.079	0.115
12/01/07	0.525	0.905	0.115
01/01/08	0.521	0.905	0.116
02/01/08	0.54	0.887	0.116
03/01/08	0.597	0.898	0.116
04/01/08	0.627	0.931	0.118
05/01/08	0.63	1.008	0.12
06/01/08	0.633	1.136	0.128
07/01/08	0.627	1.291	0.131
08/01/08	0.634	1.452	0.132
09/01/08	0.631	1.471	0.13
10/01/08	0.629	1.428	0.126
11/01/08	0.626	1.055	0.123
12/01/08	0.617	0.934	0.124
01/01/09	0.629	0.896	0.126
02/01/09	0.641	0.912	0.126
03/01/09	0.634	0.889	0.126
04/01/09	0.629	0.91	0.125
05/01/09	0.622	0.963	0.126
06/01/09	0.617	1.06	0.132	1.06
07/01/09	0.616	1.191	0.131
08/01/09	0.611	1.222	0.13
09/01/09	0.605	1.255	0.13
10/01/09	0.598	1.262	0.126
11/01/09	0.561	1.113	0.124
12/01/09	0.571	0.932	0.124
01/01/10	0.586	0.899	0.124
02/01/10	0.587	0.87	0.123
03/01/10	0.575	0.858	0.125
04/01/10	0.58	0.871	0.126
05/01/10	0.571	0.952	0.127
06/01/10	0.577	1.096	0.132
07/01/10	0.583	1.149	0.133
08/01/10	0.576	1.242	0.133
09/01/10	0.573	1.302	0.132
10/01/10	0.58	1.281	0.127
11/01/10	0.581	1.2	0.125
12/01/10	0.587	1.021	0.125
01/01/11	0.596	1.052	0.125
02/01/11	0.625	0.989	0.125
03/01/11	0.621	0.957	0.127
04/01/11	0.621	0.926	0.127
05/01/11	0.617	0.916	0.129
06/01/11	0.614	1.014	0.134
07/01/11	0.611	1.078	0.135	1.078
08/01/11	0.606	1.268	0.135
09/01/11	0.607	1.438	0.135
10/01/11	0.607	1.386	0.13
11/01/11	0.598	1.142	0.128
12/01/11	0.599	0.983	0.127
01/01/12	0.604	0.929	0.128
02/01/12	0.603	0.852	0.128
03/01/12	0.607	0.85	0.127
04/01/12	0.603	0.91	0.127
05/01/12	0.599	0.968	0.129
06/01/12	0.605	1.032	0.135
07/01/12	0.604	1.127	0.133
08/01/12	0.595	1.283	0.133
09/01/12	0.597	1.296	0.133
10/01/12	0.602	1.254	0.128
11/01/12	0.6	1.102	0.127
12/01/12	0.606	1.035	0.127
01/01/13	0.609	0.991	0.129
02/01/13	0.611	0.998	0.129
03/01/13	0.609	0.988	0.128
04/01/13	0.597	0.981	0.128
05/01/13	0.603	1.048	0.131
06/01/13	0.603	1.147	0.137
07/01/13	0.602	1.287	0.137
08/01/13	0.595	1.377	0.137
09/01/13	0.601	1.334	0.137
10/01/13	0.586	1.328	1.925
11/01/13	0.587	1.201	0.13
12/01/13	0.592	1.129	0.131
01/01/14	0.595	1.118	0.134
02/01/14	0.599	1.146	0.134
03/01/14	0.597	1.212	0.135
04/01/14	0.597	1.261	0.131
05/01/14	0.603	1.342	0.136
06/01/14	0.607	1.299	0.143
07/01/14	0.606	1.39	0.143
08/01/14	0.608	1.467	0.143
09/01/14	0.606	1.486	0.141
10/01/14	0.582	1.508	0.136
11/01/14	0.592	1.352	0.134
12/01/14	0.585	1.246	0.135
01/01/15	0.583	1.195	0.138
02/01/15	0.591	1.185	0.138
03/01/15	0.593	1.201	0.136
04/01/15	0.597	1.165	0.137
05/01/15	0.582	1.208	0.137
06/01/15	0.574	1.274	0.143
07/01/15	0.581	1.38	0.142
08/01/15	0.58	1.493	0.142
09/01/15	0.58	1.48	0.141
10/01/15	0.577	1.514	0.136
11/01/15	0.575	1.329	0.134
12/01/15	0.58	1.229	0.133
01/01/16	0.581	1.196	0.134
02/01/16	0.573	1.194	0.134
03/01/16	0.586	1.188	0.134
04/01/16	0.574	1.176	0.134
05/01/16	0.57	1.148	0.133
06/01/16	0.569	1.186	0.138
07/01/16	0.567	1.268	0.139
08/01/16	0.562	1.365	0.139
09/01/16	0.575	1.41	0.139
10/01/16	0.57	1.412	0.134
11/01/16	0.573	1.239	0.131
12/01/16	0.576	1.169	0.133
01/01/17	0.573	1.186	0.134
02/01/17	0.573	1.191	0.135
03/01/17	0.571	1.18	0.134
04/01/17	0.571	1.174	0.135
05/01/17	0.564	1.226	0.137
06/01/17	0.572	1.346	0.142
07/01/17	0.565	1.462	0.143
08/01/17	0.561	1.453	0.142
09/01/17	0.544	1.48	1.48	0.142
10/01/17	0.548	1.59	0.137
11/01/17	0.551	1.486	0.136
12/01/17	0.558	1.315	0.136
01/01/18	0.568	1.326	0.135
02/01/18	0.574	1.339	0.135
03/01/18	0.582	1.305	0.135
04/01/18	0.578	1.291	0.134
05/01/18	0.575	1.348	0.136
06/01/18	0.575	1.409	0.139
07/01/18	0.575	1.538	0.139
08/01/18	0.569	1.559	0.139
09/01/18	0.573	1.511	0.138
10/01/18	0.574	1.502	0.136
11/01/18	0.566	1.437	0.134
12/01/18	0.577	1.389	0.135
01/01/19	0.576	1.344	0.135
02/01/19	0.571	1.298	0.136
03/01/19	0.581	1.346	0.135
04/01/19	0.567	1.28	0.135
05/01/19	0.579	1.331	0.136
06/01/19	0.574	1.296	0.139
07/01/19	0.569	1.411	0.14
08/01/19	0.578	1.442	0.139
09/01/19	0.569	1.426	0.139
10/01/19	0.573	1.47	0.136
11/01/19	0.573	1.429	0.133
12/01/19	0.573	1.327	0.133
01/01/20	0.57	1.244	0.134
02/01/20	0.574	1.218	0.134
03/01/20	0.576	1.174	1.525
04/01/20	0.581	1.406	1.876
05/01/20	0.589	1.209	1.64
06/01/20	0.588	1.296	0.137
07/01/20	0.58	1.485	1.401
08/01/20	0.576	1.495	1.328
09/01/20	0.574	1.492	1.353
10/01/20	0.577	1.503	1.408
11/01/20	0.578	1.515	1.45
12/01/20	0.572	1.329	0.136
01/01/21	0.597	1.303	0.136
02/01/21	0.59	1.321	0.137
03/01/21	0.594	1.266	0.138
04/01/21	0.604	1.32	0.139
05/01/21	0.6	1.317	0.14
06/01/21	0.595	1.354	0.142
07/01/21	0.594	1.491	1.642
08/01/21	0.589	1.467	1.709
09/01/21	0.597	1.58	1.835
